conversation_hash,variant,language,code_index,error_line,error_character,error_id,error_message
fc1bb2f06d73453fb294a6d22fdfc570,from-security-standpoint,c,2,46,5,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input."
ff54ff48572573deec70f2228bea5a05,from-security-standpoint,c,0,8,5,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input."
ff54ff48572573deec70f2228bea5a05,from-security-standpoint,c,2,11,5,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input."
ff54ff48572573deec70f2228bea5a05,from-security-standpoint,c,2,17,13,files.c.rules.lang.security.insecure-use-scanf-fn,"Avoid using 'scanf()'. This function, when used improperly, does not consider buffer boundaries and can lead to buffer overflows. Use 'fgets()' instead for reading input."
0373fafb67bf68269a0d8bdd624de8fe,from-security-standpoint,csharp,2,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
0373fafb67bf68269a0d8bdd624de8fe,from-security-standpoint,csharp,2,9,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
0373fafb67bf68269a0d8bdd624de8fe,from-security-standpoint,csharp,2,10,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
0373fafb67bf68269a0d8bdd624de8fe,from-security-standpoint,csharp,2,11,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
06aa854b939b332b4463fc8e407835ef,from-security-standpoint,csharp,3,17,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
06aa854b939b332b4463fc8e407835ef,from-security-standpoint,csharp,3,20,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
097a6466e22405e314080923cab0c5ab,from-security-standpoint,csharp,2,3,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
097a6466e22405e314080923cab0c5ab,from-security-standpoint,csharp,2,7,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
0bcc4fed0f5c7e29f745590c0afd9b30,from-security-standpoint,csharp,2,6,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
159d26af7cb3ebb5fd9d88a0f064ec97,from-security-standpoint,csharp,2,15,12,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
159d26af7cb3ebb5fd9d88a0f064ec97,from-security-standpoint,csharp,2,38,12,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
1906cbd555fdf71d38bf42ff744349a1,from-security-standpoint,csharp,0,75,13,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
1906cbd555fdf71d38bf42ff744349a1,from-security-standpoint,csharp,0,86,13,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
2ae9ee245e71cf4cb24994e9480e9959,from-security-standpoint,csharp,1,8,6,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
31eaf08d064d4a9c200f96b7a55267ba,from-security-standpoint,csharp,2,8,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
31eaf08d064d4a9c200f96b7a55267ba,from-security-standpoint,csharp,5,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
31eaf08d064d4a9c200f96b7a55267ba,from-security-standpoint,csharp,5,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,3,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,6,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,10,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,11,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,24,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,25,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,26,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,27,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
42ed49d6a418a2b64fdfdc86315a8b3d,from-security-standpoint,csharp,4,28,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
4c0a4bf83452125d91162136eae0ba13,from-security-standpoint,csharp,0,3,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
4c0a4bf83452125d91162136eae0ba13,from-security-standpoint,csharp,2,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
4c0a4bf83452125d91162136eae0ba13,from-security-standpoint,csharp,2,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
4c0a4bf83452125d91162136eae0ba13,from-security-standpoint,csharp,2,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
56fcdb4543225fec5917b890368ef07f,from-security-standpoint,csharp,1,7,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,CreateProduct is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
60a1edfa5e6bb274963bb26cba2d9699,from-security-standpoint,csharp,1,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
60a1edfa5e6bb274963bb26cba2d9699,from-security-standpoint,csharp,1,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6de8457b91290d7d7a128fccb3a86204,from-security-standpoint,csharp,3,26,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Enroll is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
6de8457b91290d7d7a128fccb3a86204,from-security-standpoint,csharp,3,34,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Remove is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
6de8457b91290d7d7a128fccb3a86204,from-security-standpoint,csharp,4,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6de8457b91290d7d7a128fccb3a86204,from-security-standpoint,csharp,4,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6de8457b91290d7d7a128fccb3a86204,from-security-standpoint,csharp,4,10,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
85f458c7c630ab14650d4970dd0a92a2,from-security-standpoint,csharp,0,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8a4c14d713d7ceecf0264fb12eaaad8c,from-security-standpoint,csharp,2,5,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8a4c14d713d7ceecf0264fb12eaaad8c,from-security-standpoint,csharp,2,18,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8cbe6d64acdfdc768d47095a5cc5e1b2,from-security-standpoint,csharp,0,12,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8cbe6d64acdfdc768d47095a5cc5e1b2,from-security-standpoint,csharp,0,14,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8cbe6d64acdfdc768d47095a5cc5e1b2,from-security-standpoint,csharp,1,30,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8f3cf7c630a5137b486f3c08ff66fd8b,from-security-standpoint,csharp,1,6,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
9707c24601ce061c2f504d583f056c49,from-security-standpoint,csharp,1,12,12,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9707c24601ce061c2f504d583f056c49,from-security-standpoint,csharp,1,59,12,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9f170d41ec16ed4b7fc8c71b091cb7ef,from-security-standpoint,csharp,0,29,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,from-security-standpoint,csharp,0,41,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,from-security-standpoint,csharp,1,49,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,from-security-standpoint,csharp,1,61,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9fe93f10d2e61259fd43794fe5225747,from-security-standpoint,csharp,0,5,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
a7d61a11f44f07ee2c32fb2726763cf9,from-security-standpoint,csharp,0,8,31,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
b358aed0cd04e967a4fc24d103df3cda,from-security-standpoint,csharp,0,30,47,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
b8582daa2b56d7b2b2147d57fa75ccc3,from-security-standpoint,csharp,5,3,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b8582daa2b56d7b2b2147d57fa75ccc3,from-security-standpoint,csharp,5,6,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b8582daa2b56d7b2b2147d57fa75ccc3,from-security-standpoint,csharp,6,5,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
bd93bf98d52321f9d2078c2baa8aa908,from-security-standpoint,csharp,0,6,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
cb58cb3ebe98013b5425c22d1abbc3a2,from-security-standpoint,csharp,11,21,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,AddTaxi is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
dc56a8534947fc7c9fc4efd530cdb236,from-security-standpoint,csharp,1,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
dc56a8534947fc7c9fc4efd530cdb236,from-security-standpoint,csharp,1,22,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
de00fc8bc030b189f2b1595f23123573,from-security-standpoint,csharp,0,17,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
de00fc8bc030b189f2b1595f23123573,from-security-standpoint,csharp,0,26,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
de00fc8bc030b189f2b1595f23123573,from-security-standpoint,csharp,0,44,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
de00fc8bc030b189f2b1595f23123573,from-security-standpoint,csharp,0,53,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
de0bccffbe7138e51fceea84300f0f4e,from-security-standpoint,csharp,0,3,10,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
de0bccffbe7138e51fceea84300f0f4e,from-security-standpoint,csharp,1,3,10,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
de0bccffbe7138e51fceea84300f0f4e,from-security-standpoint,csharp,1,4,10,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
e8d2ab599d76aaec609dba89592fd30e,from-security-standpoint,csharp,1,7,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
fd627f001237441ce332926682c50f2f,from-security-standpoint,csharp,3,3,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
fd627f001237441ce332926682c50f2f,from-security-standpoint,csharp,3,6,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
fd627f001237441ce332926682c50f2f,from-security-standpoint,csharp,3,7,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
06ac3ad39fc850bcfabe99e11829f561,from-security-standpoint,java,2,16,13,files.java.rules.lang.security.audit.xxe.documentbuilderfactory-disallow-doctype-decl-missing,"DOCTYPE declarations are enabled for this DocumentBuilderFactory. This is vulnerable to XML external entity attacks. Disable this by setting the feature ""http://apache.org/xml/features/disallow-doctype-decl"" to true. Alternatively, allow DOCTYPE declarations and only prohibit external entities declarations. This can be done by setting the features ""http://xml.org/sax/features/external-general-entities"" and ""http://xml.org/sax/features/external-parameter-entities"" to false."
12f8ea0ceee98f1fc0199f3d0f52dab0,from-security-standpoint,java,0,21,13,files.java.rules.lang.security.audit.xxe.documentbuilderfactory-disallow-doctype-decl-missing,"DOCTYPE declarations are enabled for this DocumentBuilderFactory. This is vulnerable to XML external entity attacks. Disable this by setting the feature ""http://apache.org/xml/features/disallow-doctype-decl"" to true. Alternatively, allow DOCTYPE declarations and only prohibit external entities declarations. This can be done by setting the features ""http://xml.org/sax/features/external-general-entities"" and ""http://xml.org/sax/features/external-parameter-entities"" to false."
2a180bef54f919faa69b2ed07ce4a67c,from-security-standpoint,java,0,6,42,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
2a180bef54f919faa69b2ed07ce4a67c,from-security-standpoint,java,1,42,29,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
32997760cc2d8140999564a965cfa385,from-security-standpoint,java,0,5,1,files.java.rules.rmi.security.server-dangerous-class-deserialization,"Using a non-primitive class with Java RMI may be an insecure deserialization vulnerability. Depending on the underlying implementation. This object could be manipulated by a malicious actor allowing them to execute code on your system. Instead, use an integer ID to look up your object, or consider alternative serialization schemes such as JSON."
36ce6058180dc19b6546bcd2568cb85c,from-security-standpoint,java,1,18,44,files.java.rules.lang.security.audit.cbc-padding-oracle,"Using CBC with PKCS5Padding is susceptible to padding oracle attacks. A malicious actor could discern the difference between plaintext with valid or invalid padding. Further, CBC mode does not include any integrity checks. Use 'AES/GCM/NoPadding' instead."
36e28a5e1605c5f94269aad99417b6d1,from-security-standpoint,java,1,9,9,files.java.rules.lang.security.audit.xxe.transformerfactory-dtds-not-disabled,"DOCTYPE declarations are enabled for this TransformerFactory. This is vulnerable to XML external entity attacks. Disable this by setting the attributes ""accessExternalDTD"" and ""accessExternalStylesheet"" to """"."
3e57d69104299d1a51a6c83128bd6526,from-security-standpoint,java,1,31,33,files.java.rules.lang.security.audit.weak-ssl-context,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
410e9a5d8a20c82080d1dc86c11b68ea,from-security-standpoint,java,1,21,37,files.java.rules.lang.security.audit.command-injection-process-builder,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
410e9a5d8a20c82080d1dc86c11b68ea,from-security-standpoint,java,2,12,37,files.java.rules.lang.security.audit.command-injection-process-builder,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
44030215fd3ba8501297970962fa33f5,from-security-standpoint,java,0,16,14,files.java.rules.lang.security.audit.object-deserialization,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to sign the data stream to make sure it is not tampered with, or consider only transmitting object fields and populating a new object."
4d7444fd1afb08b7ec92631730607fae,from-security-standpoint,java,0,10,42,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
4d7444fd1afb08b7ec92631730607fae,from-security-standpoint,java,1,44,29,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
5324e195d6614aaa6af27c9e33de8c29,from-security-standpoint,java,0,54,18,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
5aca47b467de285189f8dcd13033974f,from-security-standpoint,java,2,19,37,files.java.rules.lang.security.audit.weak-ssl-context,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
5aca47b467de285189f8dcd13033974f,from-security-standpoint,java,3,11,37,files.java.rules.lang.security.audit.weak-ssl-context,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
5aca47b467de285189f8dcd13033974f,from-security-standpoint,java,3,35,5,files.java.rules.lang.security.audit.crypto.ssl.insecure-trust-manager,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
5aca47b467de285189f8dcd13033974f,from-security-standpoint,java,3,36,5,files.java.rules.lang.security.audit.crypto.ssl.insecure-trust-manager,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for more information."
68370cc6ab3891899ce283de8d2ffc72,from-security-standpoint,java,0,23,5,files.java.rules.lang.security.audit.bad-hexa-conversion,"'Integer.toHexString()' strips leading zeroes from each byte if read byte-by-byte. This mistake weakens the hash value computed since it introduces more collisions. Use 'String.format(""%02X"", ...)' instead."
690f5d08f66ca140947ca2ad3055eb91,from-security-standpoint,java,3,6,37,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
690f5d08f66ca140947ca2ad3055eb91,from-security-standpoint,java,4,6,25,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
74664080e87465acfb2dca20355eaf1c,from-security-standpoint,java,2,15,30,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
74664080e87465acfb2dca20355eaf1c,from-security-standpoint,java,3,13,42,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
74664080e87465acfb2dca20355eaf1c,from-security-standpoint,java,3,16,22,files.java.rules.lang.security.audit.object-deserialization,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to sign the data stream to make sure it is not tampered with, or consider only transmitting object fields and populating a new object."
79a94537a0143f6a66f08c509394fbdc,from-security-standpoint,java,0,11,42,files.java.rules.lang.security.audit.crypto.unencrypted-socket,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
