conversation_hash,language,code_index,error_line,error_character,error_id,error_message
48aec63a09f6fbbc85ece9be901fe4e0,csharp,8,3,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
48aec63a09f6fbbc85ece9be901fe4e0,csharp,8,10,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
4c0a4bf83452125d91162136eae0ba13,csharp,0,3,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
4c0a4bf83452125d91162136eae0ba13,csharp,4,3,7,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
4c11ad56cb8744c8a1b2780a04173a8c,csharp,1,5,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
56fcdb4543225fec5917b890368ef07f,csharp,2,5,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
588b2a52ec4a53ce3fec4bf6631a4abe,csharp,7,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
588b2a52ec4a53ce3fec4bf6631a4abe,csharp,7,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
588b2a52ec4a53ce3fec4bf6631a4abe,csharp,7,8,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
59dd4c06b09e70fa328a4f28477ab6cc,csharp,4,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
5adafeec0d170efa91857ac59d6cc5a0,csharp,4,4,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
5adafeec0d170efa91857ac59d6cc5a0,csharp,4,25,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
5d0af09badb2caa798696d96045dfed4,csharp,1,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
5d0af09badb2caa798696d96045dfed4,csharp,1,10,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
5d0af09badb2caa798696d96045dfed4,csharp,1,33,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
5d0af09badb2caa798696d96045dfed4,csharp,3,5,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
5d0af09badb2caa798696d96045dfed4,csharp,3,29,17,files.csharp.rules.dotnet.security.audit.misconfigured-lockout-option,A misconfigured lockout mechanism allows an attacker to execute brute-force attacks. Account lockout must be correctly configured and enabled to prevent these attacks.
5d0af09badb2caa798696d96045dfed4,csharp,9,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
60a1edfa5e6bb274963bb26cba2d9699,csharp,0,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
60a1edfa5e6bb274963bb26cba2d9699,csharp,0,7,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,24,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,26,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,33,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,36,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,38,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,40,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,42,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,csharp,3,48,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
628ef4384fcc6725cb87b24930a77b8a,csharp,1,6,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
628ef4384fcc6725cb87b24930a77b8a,csharp,2,5,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
628ef4384fcc6725cb87b24930a77b8a,csharp,3,5,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
628ef4384fcc6725cb87b24930a77b8a,csharp,4,6,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6381f994682cdabea598502a8eb4747c,csharp,4,8,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6381f994682cdabea598502a8eb4747c,csharp,5,40,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,PostShipmentOrder is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
6593a1e806e7eb6f328b9e3ab847a019,csharp,0,44,57,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
6de8457b91290d7d7a128fccb3a86204,csharp,0,11,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6de8457b91290d7d7a128fccb3a86204,csharp,11,9,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6de8457b91290d7d7a128fccb3a86204,csharp,11,15,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6de8457b91290d7d7a128fccb3a86204,csharp,2,11,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6de8457b91290d7d7a128fccb3a86204,csharp,7,9,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6de8457b91290d7d7a128fccb3a86204,csharp,7,24,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Create is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
6de8457b91290d7d7a128fccb3a86204,csharp,7,39,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Delete is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
6fe478deadf1bb9d0670380d147af75c,csharp,4,7,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6fe478deadf1bb9d0670380d147af75c,csharp,4,24,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6fe478deadf1bb9d0670380d147af75c,csharp,7,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6fe478deadf1bb9d0670380d147af75c,csharp,8,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6fe478deadf1bb9d0670380d147af75c,csharp,8,7,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
707fed5000d8baaa5886b1d5707c731a,csharp,6,30,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
719512c16bc46376bdc39daed073a8c5,csharp,0,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
719512c16bc46376bdc39daed073a8c5,csharp,0,4,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
719512c16bc46376bdc39daed073a8c5,csharp,0,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
719512c16bc46376bdc39daed073a8c5,csharp,5,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
719512c16bc46376bdc39daed073a8c5,csharp,5,4,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7a7e2d3ff4b77fd408c84dd5c0ed977b,csharp,3,4,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7a7e2d3ff4b77fd408c84dd5c0ed977b,csharp,3,10,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7a7e2d3ff4b77fd408c84dd5c0ed977b,csharp,3,11,8,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7b557f0beec81fa4dc31a9e479bcc9c8,csharp,2,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7b557f0beec81fa4dc31a9e479bcc9c8,csharp,2,13,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7b557f0beec81fa4dc31a9e479bcc9c8,csharp,3,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7b557f0beec81fa4dc31a9e479bcc9c8,csharp,3,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7b557f0beec81fa4dc31a9e479bcc9c8,csharp,6,4,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
7cdb02eceeccd67b82a2e915b39a39b4,csharp,1,5,24,files.csharp.rules.lang.security.filesystem.unsafe-path-combine,String argument filename is used to read or write data from a file via Path.Combine without direct sanitization via Path.GetFileName. If the path is user-supplied data this can lead to path traversal.
7da4acc7d122e87bc36b01ad76c4e92b,csharp,1,4,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7da4acc7d122e87bc36b01ad76c4e92b,csharp,1,10,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
814b10b0f0f8fe290cc05cdf89b75f5b,csharp,3,5,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
814b10b0f0f8fe290cc05cdf89b75f5b,csharp,3,13,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,SubmitForm is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
854f9dab9b665baabe103ad91cf71b62,csharp,0,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
85f458c7c630ab14650d4970dd0a92a2,csharp,1,3,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
86b1b18ae5daa47779f74b750245bc0b,csharp,3,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
87491f762ed02142c9130b395cd607f2,csharp,1,36,41,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
8a4c14d713d7ceecf0264fb12eaaad8c,csharp,0,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8a4c14d713d7ceecf0264fb12eaaad8c,csharp,0,13,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8a4c14d713d7ceecf0264fb12eaaad8c,csharp,1,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8a4c14d713d7ceecf0264fb12eaaad8c,csharp,1,13,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8cbe6d64acdfdc768d47095a5cc5e1b2,csharp,0,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8cbe6d64acdfdc768d47095a5cc5e1b2,csharp,4,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
8f3cf7c630a5137b486f3c08ff66fd8b,csharp,1,8,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
93553206f4590cae41a3ea1b7d50068d,csharp,11,31,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,CreateUser is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
93553206f4590cae41a3ea1b7d50068d,csharp,6,31,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,CreateUser is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9665097b8457dea5c0a4df2a3d8e1a2d,csharp,1,23,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,csharp,1,71,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,csharp,1,76,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,csharp,1,77,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,csharp,1,79,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,csharp,1,80,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9707c24601ce061c2f504d583f056c49,csharp,0,11,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9707c24601ce061c2f504d583f056c49,csharp,0,37,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9707c24601ce061c2f504d583f056c49,csharp,0,40,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9707c24601ce061c2f504d583f056c49,csharp,0,41,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9707c24601ce061c2f504d583f056c49,csharp,0,43,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9dc77a7a419934e69ee34a1791d8b951,csharp,12,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9dc77a7a419934e69ee34a1791d8b951,csharp,16,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9dc77a7a419934e69ee34a1791d8b951,csharp,2,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9dc77a7a419934e69ee34a1791d8b951,csharp,8,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9e7debbfc8b1fa9b12a5733d1d689633,csharp,0,23,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Post is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9e7debbfc8b1fa9b12a5733d1d689633,csharp,0,39,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Put is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9e7debbfc8b1fa9b12a5733d1d689633,csharp,2,36,13,files.csharp.rules.dotnet.security.audit.misconfigured-lockout-option,A misconfigured lockout mechanism allows an attacker to execute brute-force attacks. Account lockout must be correctly configured and enabled to prevent these attacks.
9f170d41ec16ed4b7fc8c71b091cb7ef,csharp,1,15,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,csharp,1,24,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,csharp,1,39,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,csharp,1,48,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9fe93f10d2e61259fd43794fe5225747,csharp,1,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9fe93f10d2e61259fd43794fe5225747,csharp,2,5,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9fe93f10d2e61259fd43794fe5225747,csharp,3,29,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9fe93f10d2e61259fd43794fe5225747,csharp,3,37,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9fe93f10d2e61259fd43794fe5225747,csharp,3,39,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
a45702544d8f4baa172a2a2ca1a430cd,csharp,11,7,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
a7d61a11f44f07ee2c32fb2726763cf9,csharp,7,43,35,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
a8d4ad8a50c5a759196e5a49b3c5d877,csharp,5,6,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
a969604bea50cc4484573183b9f3480d,csharp,1,10,12,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
a969604bea50cc4484573183b9f3480d,csharp,2,4,25,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
ad8eb3bc6b625480cb4c7c3296970444,csharp,1,4,5,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
aeedc3342ec762f31d37cc9ce28a5fd1,csharp,4,10,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
b046bf233afa9f21146d1eefd8a93378,csharp,5,11,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b046bf233afa9f21146d1eefd8a93378,csharp,5,16,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b046bf233afa9f21146d1eefd8a93378,csharp,5,17,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b11241aa0f2062e5e7648e4680a43f72,csharp,0,9,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b11241aa0f2062e5e7648e4680a43f72,csharp,0,22,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b11241aa0f2062e5e7648e4680a43f72,csharp,0,24,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b11241aa0f2062e5e7648e4680a43f72,csharp,4,15,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b358aed0cd04e967a4fc24d103df3cda,csharp,5,6,31,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
